region,crop,year,rainfall_mm,avg_temperature_c,humidity_pct,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,irrigation_pct_area,fertilizer_kg_ha,farm_area_ha,yield_tonnes_per_ha
West,Wheat,2011,610.3,36.5,73.7,7.06,109.1,32.9,184.9,3.3,251.2,8.55,1.7
West,Wheat,2021,446.1,24.1,60.4,5.89,119.8,31.8,162.6,100.0,161.8,9.55,2.36
West,Maize,2013,771.5,19.2,38.9,4.91,119.9,33.5,81.6,76.2,265.8,29.74,3.77
North,Rice,2019,1124.4,20.8,52.5,6.87,141.4,34.9,167.1,33.9,147.5,11.51,2.37
West,Rice,2022,1214.0,12.7,70.7,5.97,126.2,56.6,110.1,1.9,224.1,9.31,2.61
North,Maize,2010,1196.9,32.0,42.4,5.79,163.1,53.6,167.7,63.9,182.6,3.99,3.65
West,Wheat,2013,696.0,32.0,92.1,5.49,128.4,26.9,226.3,98.7,112.4,1.0,1.91
Central,Wheat,2021,611.6,18.9,60.2,6.28,90.9,28.9,142.9,70.7,95.0,0.5,2.07
West,Cotton,2022,1024.2,22.9,60.7,7.76,103.6,50.7,193.3,8.4,135.4,5.2,1.18
South,Sugarcane,2022,1058.8,24.5,50.0,6.1,141.1,60.8,100.9,40.2,239.6,8.83,50.0
West,Soybean,2020,1000.0,19.2,67.5,5.63,63.5,60.6,89.2,10.9,63.4,8.4,1.31
East,Sugarcane,2022,396.5,15.2,42.6,7.02,72.9,30.0,230.7,91.2,200.0,24.44,45.8
West,Rice,2013,683.3,22.9,92.5,6.64,120.4,59.8,162.3,33.0,194.8,3.86,2.74
South,Rice,2019,892.6,22.4,79.8,4.8,153.3,18.4,175.5,73.3,79.1,7.91,2.32
South,Rice,2018,1021.8,22.1,74.8,7.03,165.7,42.0,196.1,8.5,132.2,17.51,3.01
North,Sugarcane,2024,1091.8,25.1,39.1,8.2,112.4,52.3,128.9,12.8,132.1,4.14,35.06
Central,Soybean,2012,936.1,31.1,63.1,4.42,157.1,13.8,183.0,67.9,183.2,5.2,1.41
West,Cotton,2024,982.7,22.5,78.1,5.51,122.5,76.4,176.9,84.3,268.0,20.51,1.64
North,Sugarcane,2011,921.2,24.9,68.9,4.22,66.4,64.9,98.2,20.1,244.5,6.39,39.64
Central,Soybean,2018,1071.4,27.6,45.0,6.44,119.7,54.7,210.5,41.8,158.4,12.86,2.0
West,Wheat,2018,978.2,26.8,50.2,7.29,98.3,30.5,202.3,61.9,130.2,21.94,2.19
East,Wheat,2010,916.4,20.9,53.2,6.58,152.1,44.0,98.7,79.6,86.5,6.77,2.18
West,Rice,2015,832.9,24.5,50.9,7.61,119.1,56.9,158.0,62.8,157.3,0.92,2.64
South,Maize,2019,920.3,26.7,82.9,7.16,75.3,28.2,140.8,9.5,126.1,13.79,3.78
South,Rice,2017,1021.1,18.4,31.2,7.86,67.5,42.3,206.7,54.3,177.8,13.62,2.48
East,Maize,2012,966.9,30.3,69.8,7.43,119.3,58.7,93.6,88.5,180.1,0.98,4.01
North,Soybean,2020,995.2,31.2,40.6,6.18,35.3,22.6,294.1,86.8,151.5,6.35,1.75
Central,Wheat,2018,1235.7,20.4,45.6,6.55,101.9,50.0,143.0,58.5,152.7,5.34,2.65
West,Sugarcane,2011,966.3,25.0,29.9,5.81,128.1,18.7,179.5,99.6,138.4,15.03,51.26
South,Maize,2015,737.8,27.2,51.8,6.32,83.0,30.8,205.5,10.5,149.3,2.57,3.63
North,Soybean,2010,1120.9,21.3,82.7,6.55,154.8,37.4,142.2,47.9,266.2,4.44,2.39
East,Wheat,2022,558.5,26.4,64.0,6.43,161.7,52.7,145.4,77.5,211.1,7.43,2.3
South,Sugarcane,2016,629.6,24.8,42.0,7.57,84.4,34.5,129.9,14.1,211.9,5.83,44.35
East,Maize,2012,984.0,16.7,75.3,6.24,109.6,46.9,114.6,97.3,240.7,24.81,4.02
West,Rice,2016,1029.1,26.3,78.5,5.75,154.8,34.7,160.9,35.4,235.4,25.88,2.91
Central,Rice,2013,588.7,18.5,61.6,5.8,120.0,37.0,144.6,35.0,265.5,0.68,2.46
South,Rice,2018,804.3,28.7,90.5,7.02,71.2,63.8,129.6,21.3,215.3,2.83,2.31
South,Soybean,2014,748.5,20.6,72.3,5.38,115.0,27.7,132.0,28.8,192.3,0.5,1.54
West,Rice,2012,778.3,23.2,70.2,6.34,90.1,56.4,173.0,57.8,144.6,4.33,2.92
North,Cotton,2024,1135.9,30.9,47.9,7.56,158.8,45.0,118.1,42.9,130.6,8.68,0.94
Central,Wheat,2017,1076.6,26.5,69.4,6.73,141.2,36.4,140.1,19.3,232.9,5.1,2.25
South,Soybean,2015,895.2,18.6,63.3,6.44,109.0,26.7,185.9,80.9,173.3,0.56,2.01
Central,Sugarcane,2011,763.5,18.9,67.8,6.47,125.0,27.8,159.9,6.2,98.4,1.74,38.12
South,Rice,2012,562.6,21.0,49.7,5.68,74.2,33.9,108.0,83.5,54.4,1.52,2.13
Central,Wheat,2017,1255.0,26.0,61.9,5.81,93.6,42.7,149.0,27.5,308.9,5.73,2.22
East,Maize,2024,1048.0,25.8,47.7,6.34,174.4,54.1,167.5,49.6,120.8,9.06,3.89
South,Rice,2019,723.3,19.8,27.8,6.72,121.9,40.5,189.6,38.1,138.8,3.04,2.44
Central,Wheat,2016,1079.9,18.2,75.0,7.26,152.6,41.5,119.8,57.1,253.7,1.12,2.41
North,Cotton,2019,882.4,25.4,37.5,6.57,128.1,43.7,127.7,79.6,107.5,12.82,1.29
East,Maize,2015,828.2,23.1,61.6,7.58,166.0,52.2,122.2,98.9,211.9,15.64,4.2
East,Cotton,2023,1008.8,34.8,65.0,7.78,50.0,54.7,124.2,30.6,289.3,2.59,1.04
North,Sugarcane,2010,714.6,24.2,64.9,7.14,113.4,24.2,166.2,55.4,306.8,4.37,47.75
Central,Wheat,2018,814.1,33.1,55.8,7.48,177.6,40.8,173.8,46.6,153.2,0.68,1.9
West,Cotton,2012,930.4,18.1,64.1,5.71,153.5,63.4,192.0,99.9,179.3,2.07,1.39
North,Sugarcane,2023,775.1,16.1,67.1,5.58,166.4,25.3,146.4,80.9,156.2,11.65,38.58
Central,Wheat,2014,1067.3,18.4,71.0,6.91,119.8,46.1,93.8,39.7,178.9,3.64,2.24
North,Wheat,2016,1367.3,29.9,86.0,5.43,101.2,42.4,176.8,47.7,257.9,7.42,1.97
North,Cotton,2024,711.4,32.8,63.5,6.27,84.0,36.5,156.4,24.6,96.0,23.38,1.06
South,Wheat,2016,483.7,20.1,61.0,7.12,81.6,68.9,152.4,75.5,218.9,10.29,2.08
Central,Rice,2012,399.6,21.7,46.4,7.63,148.2,45.6,98.7,84.5,168.3,4.83,2.23
West,Wheat,2024,862.4,18.2,66.5,6.3,138.0,67.7,142.2,96.5,262.1,3.66,2.92
South,Soybean,2013,734.2,14.9,70.0,5.98,117.7,45.1,102.3,56.6,258.9,1.69,1.67
North,Sugarcane,2019,952.0,27.6,57.1,6.76,137.8,51.9,169.3,67.1,155.6,11.29,49.65
North,Wheat,2016,933.1,25.1,68.2,5.64,125.0,36.3,132.8,44.6,173.4,0.95,2.09
North,Soybean,2017,499.2,24.1,55.6,6.36,153.7,36.5,129.2,60.9,233.6,0.51,2.06
Central,Wheat,2011,446.3,17.0,70.1,6.49,153.3,51.1,88.5,34.9,239.0,0.89,2.18
Central,Wheat,2018,974.0,32.2,73.7,6.48,82.7,51.4,191.1,73.8,31.7,2.23,1.74
South,Cotton,2016,933.9,21.5,73.5,6.57,129.6,54.0,139.7,2.3,233.4,7.89,1.24
West,Rice,2022,793.5,26.7,61.8,5.83,61.6,50.7,153.5,2.8,278.8,15.81,2.95
South,Sugarcane,2017,485.7,16.7,44.4,5.92,124.7,25.0,120.6,71.6,195.3,39.27,45.34
East,Rice,2015,1017.8,23.0,50.8,5.9,141.2,32.9,84.0,93.1,237.0,10.52,3.77
North,Maize,2015,1218.0,25.5,68.9,5.2,74.0,57.7,128.7,63.2,256.7,1.26,3.9
North,Cotton,2018,969.5,25.6,96.7,6.77,105.4,15.6,135.1,72.7,193.3,2.6,1.4
North,Cotton,2013,688.1,24.8,54.9,7.22,120.3,49.4,161.7,82.4,228.9,1.13,1.24
South,Rice,2020,911.1,26.5,66.8,7.14,128.2,43.3,135.8,36.2,180.8,0.98,3.0
South,Cotton,2020,558.5,18.3,51.7,6.29,110.2,57.7,121.3,10.8,176.9,6.71,1.15
North,Rice,2014,1164.5,25.0,45.4,5.85,79.0,51.2,89.9,93.3,140.3,18.98,2.79
South,Cotton,2018,920.5,24.6,49.9,7.1,118.1,35.0,151.9,93.9,190.4,9.22,1.45
Central,Wheat,2010,458.0,25.2,28.8,7.01,62.2,34.4,118.1,44.2,293.2,12.9,2.33
Central,Rice,2013,824.8,24.4,80.3,6.67,111.9,37.2,202.8,21.7,125.9,5.68,3.15
South,Rice,2016,1015.8,17.6,26.5,7.9,104.6,53.7,156.0,89.2,217.0,5.16,2.79
North,Soybean,2020,816.7,17.4,56.0,6.48,115.3,10.5,172.5,70.8,199.3,22.18,1.79
South,Cotton,2024,831.0,12.9,42.3,6.29,100.4,47.4,140.0,0.8,268.5,10.24,1.06
South,Cotton,2018,593.9,28.1,46.7,6.18,67.2,31.8,158.1,10.8,279.8,4.92,1.16
South,Rice,2024,1041.6,28.1,80.6,5.25,107.2,47.9,114.4,98.3,124.5,3.23,2.89
East,Wheat,2023,737.9,28.2,63.0,7.03,152.6,50.2,102.9,3.8,145.5,0.78,1.98
Central,Wheat,2022,360.9,25.5,45.5,6.42,164.2,20.1,150.6,28.3,148.8,13.76,1.85
West,Sugarcane,2020,807.2,13.3,51.2,6.91,205.4,41.6,172.8,54.8,150.9,1.48,29.83
West,Wheat,2021,1145.3,18.9,48.5,7.97,179.2,47.3,72.2,18.4,156.1,5.79,1.65
East,Cotton,2022,803.3,24.9,59.3,6.19,78.1,46.3,130.0,23.2,200.8,8.11,1.36
South,Soybean,2019,1334.5,24.7,62.6,4.63,105.7,43.2,223.7,35.3,128.9,10.9,1.39
East,Rice,2015,1007.2,22.9,88.4,6.88,119.2,26.7,169.2,27.0,137.4,0.7,2.95
East,Maize,2021,984.7,25.8,31.3,6.63,117.0,29.0,211.5,80.3,132.6,0.5,3.88
North,Soybean,2017,867.9,24.1,59.5,5.91,122.4,24.3,124.6,50.0,209.6,9.79,2.05
Central,Maize,2022,882.9,24.6,55.3,6.82,204.3,53.3,131.7,27.9,176.2,4.85,3.76
West,Soybean,2018,834.1,20.8,74.2,7.13,82.1,43.3,188.7,31.3,165.5,1.6,1.73
South,Wheat,2019,824.4,28.9,65.3,5.74,95.0,44.2,174.9,4.0,129.5,32.15,1.72
West,Cotton,2013,1032.7,21.8,68.9,6.26,177.5,19.4,146.2,4.9,83.8,12.54,1.24
West,Maize,2010,666.0,17.3,65.2,7.68,98.4,44.5,99.5,71.8,277.9,6.91,3.76
Central,Soybean,2023,631.0,20.1,46.0,5.92,133.8,54.5,196.3,11.3,162.7,9.69,1.52
West,Cotton,2017,619.2,22.3,78.2,6.55,156.2,17.4,250.4,47.6,342.6,1.35,1.69
West,Maize,2011,1411.4,29.0,72.0,4.4,137.0,37.0,87.1,84.2,226.4,26.21,2.95
East,Rice,2020,1032.6,23.8,73.7,5.31,126.7,21.4,206.1,36.8,289.8,44.94,2.82
Central,Soybean,2010,976.1,23.1,79.0,6.63,152.9,38.7,131.3,34.6,239.6,8.36,2.41
North,Rice,2022,635.6,17.8,66.3,7.48,88.7,31.5,136.7,87.3,189.5,8.83,2.57
South,Wheat,2016,1055.8,27.9,82.2,5.41,102.6,50.7,160.8,86.5,144.1,9.75,2.11
West,Rice,2021,870.9,20.7,65.7,6.56,138.7,47.5,101.8,88.0,121.4,8.77,2.83
South,Rice,2019,953.5,23.5,56.7,6.2,47.6,64.4,148.5,57.2,247.2,4.62,3.65
North,Sugarcane,2018,655.8,31.4,59.9,7.26,169.6,44.2,85.5,95.2,195.9,6.22,45.14
South,Soybean,2020,940.1,26.5,59.6,5.53,130.6,50.1,169.0,81.9,217.0,2.66,1.88
North,Wheat,2024,794.0,15.9,52.2,6.84,125.4,36.6,239.3,41.6,228.9,4.74,2.29
East,Rice,2021,708.6,15.2,84.5,5.98,62.9,28.5,124.4,63.0,201.4,4.58,2.61
West,Cotton,2021,1083.5,23.7,64.4,6.68,75.0,57.5,143.3,12.2,151.7,2.72,1.22
North,Maize,2018,515.6,17.9,61.4,6.56,106.0,63.6,145.2,55.1,240.8,12.36,3.79
South,Rice,2012,1041.2,27.2,65.8,6.3,148.3,55.6,189.5,26.3,168.1,4.22,2.79
West,Wheat,2015,1071.1,24.2,100.0,6.88,47.3,47.0,166.2,28.4,185.4,6.42,2.68
East,Rice,2016,680.1,24.8,43.0,6.53,147.6,30.4,186.8,12.6,223.0,1.36,2.8
West,Maize,2023,694.9,20.5,47.3,6.39,107.4,62.1,129.8,35.8,176.5,5.15,4.24
North,Wheat,2019,844.2,32.7,39.3,6.21,112.2,53.7,167.3,48.1,70.9,11.47,1.83
East,Soybean,2018,970.5,38.2,56.5,6.56,128.9,75.4,15.3,60.0,242.4,4.7,1.56
South,Wheat,2024,861.8,22.6,63.7,6.68,129.4,27.7,176.7,30.5,255.3,6.53,2.17
East,Soybean,2011,1008.4,25.8,53.0,5.71,95.1,57.9,101.3,79.2,70.1,9.68,1.69
East,Wheat,2017,1340.7,24.5,51.9,6.22,141.9,53.2,136.9,52.1,117.4,3.94,2.34
Central,Maize,2023,773.1,22.7,62.1,5.66,38.8,39.9,179.8,63.8,301.4,3.49,4.91
East,Maize,2016,471.2,19.8,52.5,6.47,104.2,65.5,88.6,27.8,193.9,0.72,3.54
East,Wheat,2013,1106.5,18.6,64.7,6.03,125.4,51.0,193.6,81.4,180.2,6.98,2.22
West,Rice,2011,1320.8,18.3,76.7,7.12,107.9,30.9,145.0,62.4,154.4,9.82,2.41
South,Maize,2017,998.2,26.0,70.2,7.04,56.1,43.2,208.1,86.2,118.2,6.96,4.15
West,Soybean,2020,628.1,21.4,73.2,5.76,146.5,30.8,113.9,16.0,168.3,2.67,1.69
West,Soybean,2014,869.0,11.1,76.3,6.5,76.3,38.0,77.5,38.1,238.5,2.43,1.83
North,Cotton,2015,620.4,26.2,64.2,7.01,117.6,55.6,148.8,11.3,179.1,1.39,1.21
West,Sugarcane,2023,1060.7,23.8,57.6,6.36,125.4,59.8,173.5,21.6,216.6,0.5,55.54
Central,Sugarcane,2020,562.2,30.7,48.4,5.92,120.7,48.3,176.8,39.5,285.9,4.45,46.64
Central,Sugarcane,2016,825.0,25.9,54.1,5.63,160.9,33.7,104.6,89.5,145.2,1.4,37.23
North,Soybean,2024,648.9,16.6,52.1,7.18,118.1,50.7,85.0,55.7,198.2,9.39,1.5
South,Cotton,2024,931.7,12.9,71.0,7.22,135.0,55.9,137.5,33.0,240.3,26.11,1.06
South,Sugarcane,2019,808.4,20.4,65.2,6.33,118.0,15.4,170.7,74.7,124.0,0.61,41.33
West,Sugarcane,2010,944.2,20.9,70.5,7.11,141.5,46.7,168.6,2.0,190.7,17.88,44.3
West,Wheat,2017,905.6,28.7,42.6,4.13,168.8,42.1,212.9,37.0,292.3,8.58,1.69
West,Wheat,2013,653.3,24.0,81.5,7.56,124.8,59.3,135.1,60.1,159.6,15.74,1.9
South,Wheat,2022,1056.7,29.7,53.6,6.37,147.4,50.8,76.2,58.3,244.1,1.35,2.58
East,Rice,2018,887.8,17.4,43.5,6.61,170.9,52.3,197.9,60.8,171.5,18.96,2.51
Central,Sugarcane,2010,652.9,28.8,53.4,6.24,167.5,37.8,157.8,21.2,288.0,25.34,45.34
East,Rice,2020,1460.2,27.6,97.3,7.62,106.5,45.0,161.3,33.7,81.3,18.98,2.07
East,Cotton,2011,1019.1,13.9,54.2,5.65,156.3,59.2,180.7,93.2,183.9,12.32,1.09
South,Soybean,2023,861.7,30.6,55.1,7.68,128.7,44.0,200.5,97.4,91.3,0.76,1.61
East,Sugarcane,2015,1253.8,24.5,57.1,6.82,159.1,47.6,149.1,31.2,137.9,2.0,41.13
North,Soybean,2020,1360.5,26.0,57.8,7.0,139.9,22.0,197.1,64.5,137.6,19.55,1.73
West,Wheat,2019,863.7,19.7,48.3,6.24,129.6,44.0,172.1,24.1,164.0,2.08,1.99
North,Sugarcane,2020,986.8,30.4,62.1,5.45,135.2,14.8,123.8,36.9,108.7,3.42,39.13
Central,Maize,2023,653.0,18.1,76.1,7.24,128.9,37.3,140.7,79.2,175.7,0.5,3.43
West,Rice,2010,863.2,28.2,64.7,6.75,130.3,46.0,174.7,50.1,207.6,7.91,3.13
East,Rice,2013,850.2,28.1,43.3,7.59,114.4,56.5,121.6,85.0,88.1,6.63,2.3
Central,Sugarcane,2017,946.2,19.1,54.8,6.34,111.2,30.0,185.5,62.9,141.9,26.11,49.31
West,Wheat,2024,983.2,33.9,51.7,6.16,181.7,50.6,156.3,62.9,332.5,17.83,2.8
East,Rice,2019,1040.0,25.2,60.8,7.61,136.7,67.0,165.3,3.4,199.8,5.64,2.7
North,Wheat,2014,959.4,27.3,80.0,8.03,99.9,35.4,207.6,75.0,70.9,7.52,1.75
West,Cotton,2022,597.3,16.4,57.8,6.51,110.3,21.8,164.3,97.8,96.0,4.26,1.08
East,Soybean,2018,665.4,34.6,58.7,5.9,157.0,49.3,152.9,47.3,193.6,1.14,1.36
North,Maize,2020,763.4,17.9,86.7,7.15,94.2,27.1,146.7,15.9,186.0,16.19,3.43
Central,Soybean,2020,829.4,29.1,73.1,6.3,68.1,32.7,144.6,97.7,144.8,6.38,2.0
Central,Soybean,2015,1162.7,19.0,68.6,6.98,70.7,58.9,162.5,29.0,311.6,4.43,2.29
Central,Cotton,2010,609.3,20.9,89.4,6.29,59.5,73.2,204.5,40.9,337.1,0.57,1.59
Central,Rice,2015,810.6,27.9,67.3,7.75,74.5,30.0,125.5,7.7,164.1,8.76,2.11
South,Maize,2015,1138.3,29.1,30.2,5.94,78.7,33.9,122.5,11.1,232.4,4.08,3.85
West,Rice,2022,825.0,17.6,72.5,6.88,168.5,38.4,201.4,21.7,235.4,2.34,2.75
West,Sugarcane,2015,1015.1,29.5,36.1,6.11,118.4,36.8,127.4,54.8,243.4,16.75,56.72
South,Soybean,2017,865.1,29.2,66.8,6.27,107.3,74.0,158.6,55.8,141.6,1.62,1.69
East,Sugarcane,2024,964.2,19.3,34.3,6.17,69.5,37.0,126.3,60.6,296.4,5.79,60.33
East,Wheat,2015,842.9,32.0,53.0,7.09,115.0,39.2,82.8,58.4,175.9,12.71,1.92
Central,Soybean,2014,1066.8,16.7,54.5,7.23,59.2,69.2,157.9,49.5,205.3,15.13,1.76
North,Rice,2024,513.7,20.9,48.4,6.95,107.1,53.7,194.6,80.2,180.1,13.66,2.48
East,Soybean,2020,809.2,26.4,54.8,6.41,192.3,59.8,147.5,93.4,171.6,18.16,1.75
North,Wheat,2011,974.1,19.7,75.5,6.61,143.2,31.4,90.7,27.0,196.7,1.23,2.25
West,Cotton,2013,1033.4,25.3,49.3,7.22,112.7,37.0,154.4,13.0,108.8,22.57,1.12
North,Sugarcane,2023,1273.2,25.2,68.2,7.24,144.4,29.4,119.8,42.5,61.7,0.5,41.4
West,Sugarcane,2024,802.2,23.1,45.5,4.35,101.7,57.0,45.2,2.6,167.2,2.36,30.71
South,Rice,2019,1269.9,28.2,57.2,6.28,92.0,63.4,146.8,88.3,127.2,0.7,2.62
South,Soybean,2014,735.2,22.9,64.9,6.32,179.6,36.0,170.7,24.0,212.9,23.28,1.7
Central,Rice,2019,1232.2,25.2,45.1,7.04,80.0,39.5,197.1,54.9,206.0,4.41,3.25
East,Cotton,2013,1104.4,29.7,40.3,6.45,107.6,40.2,220.3,11.5,180.8,3.03,1.2
Central,Soybean,2011,671.6,28.0,67.4,7.08,130.7,21.8,176.0,55.3,268.9,1.46,1.86
West,Soybean,2016,976.8,27.9,76.8,5.64,87.2,34.9,187.3,3.9,179.6,1.36,1.64
Central,Rice,2019,887.2,18.3,58.8,6.71,142.8,56.6,98.6,76.9,92.5,7.61,2.24
North,Rice,2019,1056.4,26.6,53.1,7.22,109.3,31.9,214.9,95.5,166.6,0.5,2.7
West,Wheat,2011,844.2,19.6,62.3,5.32,143.2,46.4,200.7,30.7,250.3,7.22,1.98
South,Cotton,2010,823.2,17.6,60.8,8.51,140.5,25.4,135.3,25.8,66.9,11.92,0.82
East,Wheat,2023,1242.3,23.6,63.6,7.45,111.5,42.8,177.3,44.8,174.4,7.35,1.72
West,Sugarcane,2014,875.3,19.5,22.1,6.5,179.9,36.6,173.2,62.0,214.5,14.02,54.28
West,Soybean,2021,1106.6,28.0,44.0,5.84,96.7,26.7,208.8,18.9,339.1,2.47,2.11
North,Rice,2022,843.7,28.1,47.3,6.36,167.2,56.9,144.0,80.3,252.5,0.64,2.89
East,Soybean,2010,1316.7,14.5,62.3,6.57,161.1,57.7,120.2,19.9,188.0,10.21,1.54
South,Soybean,2010,730.4,19.9,62.8,6.85,182.0,30.5,130.4,0.5,211.2,14.09,1.87
West,Maize,2024,746.5,16.7,69.5,7.7,126.1,41.8,185.9,52.4,66.1,5.57,2.49
West,Sugarcane,2010,1281.1,21.7,63.9,6.12,92.4,45.7,73.2,11.5,117.0,13.75,37.59
North,Maize,2015,788.8,26.3,40.5,6.95,192.7,17.8,30.1,69.8,219.1,4.9,5.21
Central,Soybean,2018,1300.3,22.8,81.7,5.47,108.3,24.0,185.8,16.7,189.7,1.77,1.66
South,Rice,2019,1123.0,21.1,79.1,6.17,91.5,64.3,161.0,81.7,197.3,5.15,3.12
East,Soybean,2022,861.3,30.5,41.1,6.8,113.4,29.0,150.7,47.0,182.0,1.95,1.73
West,Sugarcane,2020,446.7,12.5,65.0,7.05,85.6,63.9,97.8,56.6,179.7,5.11,35.18
West,Maize,2021,895.2,30.2,51.1,5.9,138.4,24.8,81.6,18.7,186.2,1.28,3.77
South,Rice,2010,925.4,21.3,62.1,6.15,98.8,54.9,124.6,14.7,116.6,1.64,2.16
Central,Soybean,2014,1191.8,23.6,75.8,7.67,109.9,40.3,164.5,63.1,166.3,17.16,1.44
West,Cotton,2024,1297.1,21.4,92.0,7.43,153.9,42.4,126.6,25.5,105.4,0.99,0.93
South,Sugarcane,2018,728.8,31.7,71.3,6.67,141.8,72.8,186.0,38.6,142.8,2.03,39.41
North,Sugarcane,2023,1100.3,17.8,64.4,4.71,120.5,26.2,111.8,47.9,251.8,43.27,40.64
Central,Cotton,2018,1091.4,24.1,54.9,8.51,126.0,53.9,129.2,23.0,169.2,6.86,0.9
East,Soybean,2010,1168.4,26.6,62.7,6.48,120.4,53.3,178.1,79.5,215.8,7.05,2.14
West,Sugarcane,2017,1024.7,15.9,80.4,6.25,104.9,95.3,134.9,93.9,186.9,14.91,49.19
South,Rice,2010,414.4,19.4,59.3,6.08,119.9,28.8,136.9,43.2,156.9,5.94,2.13
North,Soybean,2024,861.1,23.3,46.7,6.8,137.2,35.6,124.3,91.8,119.5,2.01,1.88
East,Soybean,2017,611.1,19.6,35.7,6.81,115.6,57.2,116.8,88.3,156.0,4.39,1.65
South,Maize,2010,849.3,19.9,67.7,7.26,134.7,42.0,164.2,16.6,191.0,11.25,3.71
South,Sugarcane,2021,1145.0,22.3,63.7,5.76,90.7,38.1,169.3,17.3,214.8,16.47,45.79
East,Sugarcane,2014,976.3,27.2,50.3,6.25,98.9,59.4,159.1,47.7,187.3,2.55,45.79
North,Cotton,2017,1187.0,22.3,75.4,8.12,94.3,41.0,125.4,52.6,219.0,2.43,1.26
North,Maize,2015,985.4,29.4,53.7,6.68,100.2,31.6,141.9,34.1,88.8,3.18,3.15
Central,Maize,2018,575.4,19.0,58.0,6.36,165.1,55.9,213.8,31.3,232.0,7.25,3.22
West,Sugarcane,2010,269.8,17.7,59.8,5.75,145.4,50.6,93.2,43.1,112.3,2.61,29.86
East,Soybean,2018,937.2,33.6,54.7,6.9,82.3,40.3,225.4,69.0,239.0,17.89,1.87
East,Maize,2010,846.5,20.7,63.5,7.32,135.3,39.6,154.0,8.4,210.1,30.54,3.66
East,Cotton,2019,655.8,17.4,77.3,7.2,106.3,31.3,142.8,71.1,67.8,9.09,0.88
North,Maize,2019,474.8,15.3,42.9,6.29,96.1,55.9,188.1,92.6,224.2,28.13,3.88
West,Cotton,2012,716.3,29.4,67.3,6.79,68.0,39.6,67.3,76.4,239.7,2.72,1.55
Central,Maize,2010,851.4,22.3,62.6,7.84,154.0,33.5,205.2,19.2,255.5,13.51,3.73
South,Cotton,2012,1066.5,22.7,62.3,7.36,72.3,25.7,224.3,8.7,133.9,9.08,1.17
South,Maize,2021,947.2,23.2,73.1,5.87,118.2,50.9,193.5,49.0,190.8,2.44,3.5
East,Maize,2020,1302.0,29.1,60.7,4.46,86.9,37.4,65.9,95.6,221.7,3.07,3.12
West,Rice,2022,641.1,23.1,67.2,6.74,147.2,14.8,180.6,81.9,224.2,5.37,3.0
North,Cotton,2011,1120.3,35.7,70.7,7.14,108.3,27.0,215.8,56.3,204.6,12.55,1.05
West,Cotton,2011,911.8,24.7,52.4,5.63,115.3,41.5,211.7,14.3,154.4,16.46,1.12
West,Cotton,2018,1073.7,29.3,64.5,6.49,116.5,41.9,93.7,71.4,239.3,8.04,1.44
North,Wheat,2017,790.9,28.0,56.2,6.29,130.6,41.3,190.7,81.3,239.6,10.23,2.29
East,Maize,2010,1167.9,23.8,58.0,6.58,120.5,39.3,221.8,93.5,170.7,2.45,4.41
West,Cotton,2021,973.8,21.1,55.2,6.06,118.5,22.9,151.2,61.2,133.0,10.81,1.19
South,Sugarcane,2023,730.1,25.7,67.1,7.53,101.9,31.9,91.9,51.4,136.3,7.43,42.62
North,Wheat,2013,897.0,26.6,61.2,6.62,64.9,62.8,183.1,61.9,261.9,2.02,2.86
Central,Rice,2022,840.1,21.1,65.9,5.8,80.9,60.5,192.2,94.3,237.0,24.0,3.29
East,Cotton,2010,1022.3,24.8,59.7,7.23,145.1,53.7,144.4,62.8,178.8,5.75,1.49
North,Cotton,2010,605.1,30.2,35.9,5.49,109.3,52.3,102.4,25.8,168.0,12.66,0.92
Central,Wheat,2021,892.7,34.3,60.5,7.53,96.8,58.6,189.3,63.6,73.9,5.97,1.7
Central,Maize,2021,998.8,28.3,61.0,7.29,70.8,28.2,119.2,88.0,174.9,21.62,4.46
West,Sugarcane,2013,908.3,33.3,63.6,7.61,59.8,45.5,165.9,56.7,108.5,1.22,33.05
West,Rice,2011,1236.7,20.9,51.1,6.37,95.4,28.2,212.3,50.3,189.5,6.32,2.47
West,Cotton,2012,1093.5,27.5,42.1,6.1,151.1,28.5,83.6,73.3,251.1,0.5,1.42
North,Maize,2020,898.1,30.7,69.4,6.57,100.5,50.5,186.3,66.1,121.2,1.76,4.04
North,Sugarcane,2018,954.2,19.5,55.9,6.43,134.0,59.2,141.7,5.7,194.3,2.64,43.43
East,Sugarcane,2011,973.9,21.6,62.6,5.98,98.9,42.1,142.8,72.5,239.9,5.12,52.74
West,Rice,2013,1000.8,32.7,55.8,6.06,142.4,69.7,170.6,40.8,193.2,13.73,2.57
Central,Soybean,2010,443.6,19.1,59.9,6.21,107.7,48.2,119.1,94.1,148.6,5.03,1.61
South,Sugarcane,2011,824.6,17.3,53.3,5.56,76.9,33.3,103.0,97.1,180.6,6.59,40.12
East,Soybean,2014,528.9,31.6,45.5,7.04,110.6,28.7,78.6,44.9,237.4,20.62,1.42
North,Sugarcane,2023,1219.6,30.0,67.1,6.46,184.2,60.3,199.3,96.9,195.8,11.3,48.43
East,Rice,2019,884.8,26.2,51.0,6.25,182.6,46.9,135.1,31.1,179.8,0.5,2.88
